locus	sample	rep	mlength	MAPQ	mapped_origin	chrom	start	end	FLAG	QNAME
SBMA	WGSrpt_02	95	150	18	ok	chrX	66765164	66765313	99	ST-E00106:366:H77VFALXX:1:1109:18609:63718
SBMA	WGSrpt_02	0	150	2	mis	chr2	33141297	33141368	145	ST-E00106:366:H77VFALXX:2:2113:21481:35608
SBMA	WGSrpt_02	107	148	17	ok	chrX	66765127	66765268	99	ST-E00106:366:H77VFALXX:2:2101:22323:36821
SBMA	WGSrpt_02	105	149	18	ok	chrX	66765123	66765262	163	ST-E00106:366:H77VFALXX:1:2113:18223:59745
SBMA	WGSrpt_19	83	150	44	ok	chrX	66765176	66765325	99	ST-E00110:327:HCF3WALXX:3:2101:8450:70381
SBMA	WGSrpt_19	64	150	44	ok	chrX	66765208	66765357	99	ST-E00110:327:HCF3WALXX:4:2215:2077:17535
SBMA	WGSrpt_19	43	150	44	ok	chrX	66765244	66765393	99	ST-E00110:327:HCF3WALXX:3:2221:19268:62751
SBMA	WGSrpt_19	105	149	24	ok	chrX	66765158	66765288	147	ST-E00110:327:HCF3WALXX:3:2102:14661:57969
SBMA	WGSrpt_19	31	150	44	ok	chrX	66765259	66765408	99	ST-E00110:327:HCF3WALXX:4:1120:5365:69537
SBMA	WGSrpt_19	73	150	44	ok	chrX	66765191	66765340	99	ST-E00110:327:HCF3WALXX:4:1120:21105:64316
SBMA	WGSrpt_19	76	150	44	ok	chrX	66765046	66765195	147	ST-E00110:327:HCF3WALXX:4:1209:23531:31705
SBMA	WGSrpt_19	41	147	44	ok	chrX	66765240	66765386	163	ST-E00110:327:HCF3WALXX:3:2208:27722:47474
SBMA	WGSrpt_19	68	150	44	ok	chrX	66765204	66765353	99	ST-E00110:327:HCF3WALXX:3:2110:11343:27785
SBMA	WGSrpt_19	73	150	11	ok	chrX	66765149	66765227	163	ST-E00110:327:HCF3WALXX:3:1217:21887:32900
SBMA	WGSrpt_19	44	150	44	ok	chrX	66765229	66765378	99	ST-E00110:327:HCF3WALXX:4:1213:26210:68306
SBMA	WGSrpt_19	91	150	44	ok	chrX	66765076	66765225	83	ST-E00110:327:HCF3WALXX:3:1209:14215:53574
SBMA	WGSrpt_19	59	149	44	ok	chrX	66765033	66765181	99	ST-E00110:327:HCF3WALXX:3:1216:7831:28382
SBMA	WGSrpt_19	87	150	14	ok	chrX	66765161	66765310	163	ST-E00110:327:HCF3WALXX:3:1116:29214:56282
SBMA	WGSrpt_19	56	148	36	ok	chrX	66765040	66765187	99	ST-E00110:327:HCF3WALXX:3:2203:21136:37506
SBMA	WGSrpt_19	72	150	44	ok	chrX	66765196	66765345	99	ST-E00110:327:HCF3WALXX:4:1118:16538:34395
SBMA	WGSrpt_19	69	150	44	ok	chrX	66765203	66765352	99	ST-E00110:327:HCF3WALXX:3:2111:14884:43167
SBMA	WGSrpt_19	111	150	17	ok	chrX	66765124	66765264	147	ST-E00110:327:HCF3WALXX:4:1118:25692:59640
SBMA	WGSrpt_19	48	150	44	ok	chrX	66765021	66765170	83	ST-E00110:327:HCF3WALXX:4:1120:3995:24690
SBMA	WGSrpt_19	62	149	44	ok	chrX	66765210	66765358	99	ST-E00110:327:HCF3WALXX:3:2106:14986:67849
SBMA	WGSrpt_19	79	149	44	ok	chrX	66765056	66765204	83	ST-E00110:327:HCF3WALXX:4:2210:21937:45997
SBMA	WGSrpt_19	89	150	44	ok	chrX	66765170	66765319	83	ST-E00110:327:HCF3WALXX:4:2213:6309:53416
SBMA	WGSrpt_19	80	149	18	ok	chrX	66765177	66765325	99	ST-E00110:327:HCF3WALXX:4:1222:4442:27152
SBMA	WGSrpt_19	103	150	11	ok	chrX	66765159	66765289	163	ST-E00110:327:HCF3WALXX:4:2122:29954:43923
SBMA	WGSrpt_19	104	150	21	ok	chrX	66765090	66765227	83	ST-E00110:327:HCF3WALXX:3:2114:29711:39598
SBMA	WGSrpt_19	105	150	17	ok	chrX	66765159	66765305	99	ST-E00110:327:HCF3WALXX:3:2217:30604:59464
SBMA	WGSrpt_19	115	150	18	ok	chrX	66765121	66765261	147	ST-E00110:327:HCF3WALXX:4:2101:27285:35115
SBMA	WGSrpt_19	41	148	44	ok	chrX	66765019	66765166	99	ST-E00110:327:HCF3WALXX:4:1122:13849:35643
SBMA	WGSrpt_19	41	150	44	ok	chrX	66765015	66765163	147	ST-E00110:327:HCF3WALXX:4:2208:22851:53487
SBMA	WGSrpt_19	106	150	17	ok	chrX	66765131	66765271	147	ST-E00110:327:HCF3WALXX:3:2207:28077:61345
SBMA	WGSrpt_19	50	149	44	ok	chrX	66765222	66765370	163	ST-E00110:327:HCF3WALXX:3:1213:24048:35379
SBMA	WGSrpt_19	51	150	44	ok	chrX	66765221	66765370	99	ST-E00110:327:HCF3WALXX:4:2203:18203:56616
SBMA	WGSrpt_19	93	150	44	ok	chrX	66765079	66765227	83	ST-E00110:327:HCF3WALXX:4:2119:10764:63947
SBMA	WGSrpt_19	53	149	44	ok	chrX	66765036	66765184	163	ST-E00110:327:HCF3WALXX:4:2223:13443:55262
SBMA	WGSrpt_19	40	150	42	ok	chrX	66765231	66765382	163	ST-E00110:327:HCF3WALXX:4:2124:16538:26624
SBMA	WGSrpt_19	39	150	44	ok	chrX	66765254	66765403	99	ST-E00110:327:HCF3WALXX:4:2209:5000:20278
SBMA	WGSrpt_19	56	150	44	ok	chrX	66765028	66765177	147	ST-E00110:327:HCF3WALXX:3:2203:17097:67955
SBMA	WGSrpt_19	41	150	44	ok	chrX	66765241	66765390	147	ST-E00110:327:HCF3WALXX:3:1210:3731:11576
SBMA	WGSrpt_19	53	147	42	ok	chrX	66765224	66765370	163	ST-E00110:327:HCF3WALXX:3:2118:32471:71981
SBMA	WGSrpt_19	54	150	44	ok	chrX	66765030	66765179	83	ST-E00110:327:HCF3WALXX:4:2220:4229:1573
SBMA	WGSrpt_19	44	150	44	ok	chrX	66765233	66765382	99	ST-E00110:327:HCF3WALXX:3:2211:14732:21315
SBMA	WGSrpt_19	99	150	44	ok	chrX	66765087	66765227	83	ST-E00110:327:HCF3WALXX:3:2201:25723:70557
SBMA	WGSrpt_19	104	149	17	ok	chrX	66765159	66765300	99	ST-E00110:327:HCF3WALXX:3:2104:27265:42218
SBMA	WGSrpt_19	103	150	28	ok	chrX	66765159	66765302	147	ST-E00110:327:HCF3WALXX:4:1207:8471:16199
SBMA	WGSrpt_19	95	148	44	ok	chrX	66765082	66765227	99	ST-E00110:327:HCF3WALXX:4:2122:4756:34061
SBMA	WGSrpt_19	60	150	14	ok	chrX	66765061	66765210	147	ST-E00110:327:HCF3WALXX:3:2104:7801:71682
SBMA	WGSrpt_19	36	150	44	ok	chrX	66765010	66765159	83	ST-E00110:327:HCF3WALXX:3:1203:11951:21983
SBMA	WGSrpt_19	48	149	44	ok	chrX	66765024	66765172	99	ST-E00110:327:HCF3WALXX:3:2209:12297:4649
SBMA	WGSrpt_19	68	150	42	ok	chrX	66765072	66765220	163	ST-E00110:327:HCF3WALXX:3:1219:27123:24919
SBMA	WGSrpt_19	71	150	44	ok	chrX	66765197	66765346	99	ST-E00110:327:HCF3WALXX:4:2212:23815:52906
SBMA	WGSrpt_19	74	150	44	ok	chrX	66765047	66765196	163	ST-E00110:327:HCF3WALXX:3:2205:3955:44064
SBMA	WGSrpt_19	100	150	17	ok	chrX	66765139	66765279	99	ST-E00110:327:HCF3WALXX:3:1117:8085:51816
SBMA	WGSrpt_19	106	150	17	ok	chrX	66765159	66765290	99	ST-E00110:327:HCF3WALXX:4:1217:23226:41796
SBMA	WGSrpt_19	107	149	18	ok	chrX	66765114	66765253	99	ST-E00110:327:HCF3WALXX:3:1119:13768:22036
SBMA	WGSrpt_19	79	150	41	ok	chrX	66765059	66765208	83	ST-E00110:327:HCF3WALXX:4:1115:32187:18748
SBMA	WGSrpt_19	96	147	18	ok	chrX	66765092	66765227	163	ST-E00110:327:HCF3WALXX:4:1219:25012:71084
SBMA	WGSrpt_19	80	150	44	ok	chrX	66765059	66765208	99	ST-E00110:327:HCF3WALXX:4:2111:27539:60800
SBMA	WGSrpt_19	81	150	17	ok	chrX	66765085	66765227	147	ST-E00110:327:HCF3WALXX:4:2220:13210:46419
SBMA	WGSrpt_19	63	150	44	ok	chrX	66765209	66765358	99	ST-E00110:327:HCF3WALXX:4:2213:8379:51131
SBMA	WGSrpt_19	106	150	17	ok	chrX	66765159	66765290	99	ST-E00110:327:HCF3WALXX:3:1211:11069:9167
SBMA	WGSrpt_19	106	150	27	ok	chrX	66765159	66765297	147	ST-E00110:327:HCF3WALXX:4:1119:7192:3788
SBMA	WGSrpt_19	40	150	44	ok	chrX	66765016	66765165	147	ST-E00110:327:HCF3WALXX:4:1212:16457:3630
SBMA	WGSrpt_19	100	150	14	ok	chrX	66765159	66765302	163	ST-E00110:327:HCF3WALXX:3:1111:28432:65230
SBMA	WGSrpt_19	69	148	44	ok	chrX	66765044	66765191	83	ST-E00110:327:HCF3WALXX:3:2204:3721:54313
SBMA	WGSrpt_19	95	150	44	ok	chrX	66765080	66765227	99	ST-E00110:327:HCF3WALXX:4:2202:26392:29033
SCA8	WGSrpt_08	49	148	44	ok	chr13	70713444	70713596	83	ST-E00106:367:H7CNJALXX:7:2115:28524:1327
SCA8	WGSrpt_08	51	150	44	ok	chr13	70713401	70713550	147	ST-E00106:367:H7CNJALXX:6:1223:23175:62523
SCA8	WGSrpt_08	41	149	17	ok	chr13	70713490	70713633	147	ST-E00106:367:H7CNJALXX:6:1108:1367:56879
SCA8	WGSrpt_08	25	150	44	ok	chr13	70713377	70713517	99	ST-E00106:367:H7CNJALXX:7:1118:20192:39985
SCA8	WGSrpt_08	51	147	44	ok	chr13	70713416	70713561	147	ST-E00106:367:H7CNJALXX:7:2212:14854:3173
SCA8	WGSrpt_08	49	150	17	ok	chr13	70713457	70713594	147	ST-E00106:367:H7CNJALXX:7:2214:26981:34975
SCA8	WGSrpt_08	16	150	44	ok	chr13	70713554	70713703	163	ST-E00106:367:H7CNJALXX:6:2122:32593:49795
SCA8	WGSrpt_08	56	150	44	ok	chr13	70713411	70713555	83	ST-E00106:367:H7CNJALXX:7:2203:26007:20700
SCA8	WGSrpt_08	31	149	44	ok	chr13	70713376	70713524	147	ST-E00106:367:H7CNJALXX:6:1224:4787:45154
SCA8	WGSrpt_08	49	149	44	ok	chr13	70713518	70713666	83	ST-E00106:367:H7CNJALXX:6:2114:12418:5810
SCA8	WGSrpt_08	55	148	38	ok	chr13	70713449	70713584	83	ST-E00106:367:H7CNJALXX:6:1208:27143:25657
SCA8	WGSrpt_08	36	148	44	ok	chr13	70713385	70713532	147	ST-E00106:367:H7CNJALXX:7:1105:16396:53135
SCA8	WGSrpt_08	36	150	44	ok	chr13	70713392	70713541	99	ST-E00106:367:H7CNJALXX:7:1217:19624:18573
SCA8	WGSrpt_08	22	148	44	ok	chr13	70713545	70713692	147	ST-E00106:367:H7CNJALXX:7:1221:18964:32127
SCA8	WGSrpt_08	32	150	44	ok	chr13	70713391	70713540	163	ST-E00106:367:H7CNJALXX:6:1109:24332:73211
SCA8	WGSrpt_08	8	150	44	ok	chr13	70713562	70713711	99	ST-E00106:367:H7CNJALXX:6:1202:19045:34518
SCA8	WGSrpt_08	43	149	21	ok	chr13	70713469	70713623	163	ST-E00106:367:H7CNJALXX:7:2207:11951:44380
SCA8	WGSrpt_08	36	150	21	ok	chr13	70713531	70713680	163	ST-E00106:367:H7CNJALXX:6:1121:19827:35379
SCA8	WGSrpt_08	46	150	42	ok	chr13	70713449	70713604	83	ST-E00106:367:H7CNJALXX:7:1120:10835:67867
SCA8	WGSrpt_08	49	149	17	ok	chr13	70713484	70713615	83	ST-E00106:367:H7CNJALXX:7:1121:10419:1959
SCA8	WGSrpt_08	49	148	44	ok	chr13	70713518	70713665	83	ST-E00106:367:H7CNJALXX:7:1219:25378:56633
SCA8	WGSrpt_08	59	148	44	ok	chr13	70713414	70713555	147	ST-E00106:367:H7CNJALXX:6:1117:28524:24638
SCA8	WGSrpt_08	40	149	17	ok	chr13	70713491	70713639	83	ST-E00106:367:H7CNJALXX:6:2202:9140:33076
SCA8	WGSrpt_08	46	148	17	ok	chr13	70713484	70713626	83	ST-E00106:367:H7CNJALXX:6:1210:29011:61907
SCA8	WGSrpt_08	34	149	34	ok	chr13	70713533	70713681	147	ST-E00106:367:H7CNJALXX:7:1217:20892:51816
SCA8	WGSrpt_08	49	150	44	ok	chr13	70713438	70713593	147	ST-E00106:367:H7CNJALXX:6:2105:7902:37014
SCA8	WGSrpt_08	35	150	44	ok	chr13	70713391	70713540	83	ST-E00106:367:H7CNJALXX:7:2201:23967:35449
SCA8	WGSrpt_08	16	149	44	ok	chr13	70713551	70713699	83	ST-E00106:367:H7CNJALXX:6:1115:19583:47615
SCA8	WGSrpt_08	44	148	21	ok	chr13	70713523	70713669	99	ST-E00106:367:H7CNJALXX:6:1108:31416:1204
SCA8	WGSrpt_08	42	150	18	ok	chr13	70713510	70713659	163	ST-E00106:367:H7CNJALXX:7:2201:18385:54366
SCA8	WGSrpt_08	46	148	44	ok	chr13	70713521	70713668	147	ST-E00106:367:H7CNJALXX:7:2106:29924:67357
SCA8	WGSrpt_08	30	150	44	ok	chr13	70713386	70713535	99	ST-E00106:367:H7CNJALXX:7:2106:29924:67357
SCA8	WGSrpt_08	55	150	44	ok	chr13	70713447	70713582	163	ST-E00106:367:H7CNJALXX:7:2121:29041:35414
SCA8	WGSrpt_08	58	149	44	ok	chr13	70713432	70713568	99	ST-E00106:367:H7CNJALXX:7:2211:23612:55684
SCA8	WGSrpt_08	28	150	44	ok	chr13	70713539	70713688	99	ST-E00106:367:H7CNJALXX:6:2113:30178:23038
SCA8	WGSrpt_08	49	150	44	ok	chr13	70713434	70713589	83	ST-E00106:367:H7CNJALXX:7:2112:8592:10187
SCA8	WGSrpt_08	52	150	11	ok	chr13	70713484	70713604	99	ST-E00106:367:H7CNJALXX:7:2112:5710:7409
SCA8	WGSrpt_08	51	149	44	ok	chr13	70713509	70713657	99	ST-E00106:367:H7CNJALXX:7:2109:32228:61608
SCA8	WGSrpt_08	43	150	17	ok	chr13	70713507	70713655	163	ST-E00106:367:H7CNJALXX:7:2221:26484:8165
SCA8	WGSrpt_08	56	149	44	ok	chr13	70713423	70713561	83	ST-E00106:367:H7CNJALXX:6:2213:14549:72403
SCA8	WGSrpt_08	46	150	44	ok	chr13	70713405	70713554	83	ST-E00106:367:H7CNJALXX:7:2110:19197:18397
SCA8	WGSrpt_08	47	149	21	ok	chr13	70713520	70713668	163	ST-E00106:367:H7CNJALXX:6:2109:11860:63841
SCA8	WGSrpt_08	49	150	44	ok	chr13	70713399	70713548	83	ST-E00106:367:H7CNJALXX:7:1205:26433:41409
SCA8	WGSrpt_08	51	150	44	ok	chr13	70713514	70713663	99	ST-E00106:367:H7CNJALXX:7:2203:27499:53240
SCA8	WGSrpt_08	50	148	17	ok	chr13	70713484	70713629	147	ST-E00106:367:H7CNJALXX:6:2124:22952:12068
SCA8	WGSrpt_08	50	150	18	ok	chr13	70713492	70713641	99	ST-E00106:367:H7CNJALXX:7:2222:27113:61714
SCA8	WGSrpt_08	35	150	42	ok	chr13	70713420	70713548	147	ST-E00106:367:H7CNJALXX:7:2114:10389:67656
SCA8	WGSrpt_08	42	149	17	ok	chr13	70713500	70713648	147	ST-E00106:367:H7CNJALXX:6:2206:3589:26273
SCA8	WGSrpt_08	58	150	44	ok	chr13	70713434	70713561	147	ST-E00106:367:H7CNJALXX:7:1203:11454:55649
SCA8	WGSrpt_08	42	150	44	ok	chr13	70713389	70713538	147	ST-E00106:367:H7CNJALXX:6:1118:4888:12420
SCA8	WGSrpt_08	8	149	44	ok	chr13	70713560	70713708	83	ST-E00106:367:H7CNJALXX:7:1206:14194:69994
SCA8	WGSrpt_08	19	149	44	ok	chr13	70713548	70713696	99	ST-E00106:367:H7CNJALXX:6:2217:27367:59552
SCA8	WGSrpt_08	10	148	44	ok	chr13	70713557	70713704	83	ST-E00106:367:H7CNJALXX:7:1218:32207:38438
SCA8	WGSrpt_08	49	149	44	ok	chr13	70713518	70713666	83	ST-E00106:367:H7CNJALXX:7:1203:8532:22598
SCA8	WGSrpt_08	40	150	44	ok	chr13	70713399	70713548	163	ST-E00106:367:H7CNJALXX:7:1203:8532:22598
SCA8	WGSrpt_08	14	149	44	mis	chr10	30386915	30387063	65	ST-E00106:367:H7CNJALXX:7:2113:19827:5985
SCA8	WGSrpt_08	57	149	44	ok	chr13	70713425	70713561	99	ST-E00106:367:H7CNJALXX:6:2106:22739:17184
SCA8	WGSrpt_08	59	150	42	ok	chr13	70713434	70713571	83	ST-E00106:367:H7CNJALXX:6:2213:31538:13158
SCA8	WGSrpt_08	49	150	17	ok	chr13	70713484	70713617	83	ST-E00106:367:H7CNJALXX:7:1213:13646:21579
SCA8	WGSrpt_08	46	150	17	ok	chr13	70713486	70713635	99	ST-E00106:367:H7CNJALXX:6:1208:5335:16568
SCA8	WGSrpt_08	54	150	44	ok	chr13	70713448	70713561	99	ST-E00106:367:H7CNJALXX:7:2123:27874:33639
SCA8	WGSrpt_08	34	148	34	ok	chr13	70713533	70713680	147	ST-E00106:367:H7CNJALXX:7:2107:11840:30896
SCA8	WGSrpt_08	53	148	14	ok	chr13	70713484	70713598	147	ST-E00106:367:H7CNJALXX:6:1208:32055:20700
SCA8	WGSrpt_08	46	150	44	ok	chr13	70713454	70713609	99	ST-E00106:367:H7CNJALXX:6:2208:7446:21948
SCA8	WGSrpt_08	58	150	44	ok	chr13	70713442	70713579	99	ST-E00106:367:H7CNJALXX:6:1115:16133:10873
SCA8	WGSrpt_08	46	150	44	ok	chr13	70713489	70713638	99	ST-E00106:367:H7CNJALXX:6:1210:9019:31037
SCA8	WGSrpt_08	49	150	44	ok	chr13	70713424	70713579	147	ST-E00106:367:H7CNJALXX:6:1219:4594:18836
SCA8	WGSrpt_08	57	150	44	ok	chr13	70713423	70713561	99	ST-E00106:367:H7CNJALXX:7:1117:24028:28488
SCA8	WGSrpt_08	29	150	44	ok	chr13	70713370	70713517	83	ST-E00106:367:H7CNJALXX:6:2222:31223:60079
SCA8	WGSrpt_08	42	150	21	ok	chr13	70713525	70713670	147	ST-E00106:367:H7CNJALXX:6:2204:5467:65951
SCA8	WGSrpt_08	56	150	21	ok	chr13	70713413	70713555	99	ST-E00106:367:H7CNJALXX:6:2204:5467:65951
SCA8	WGSrpt_08	12	149	44	ok	chr13	70713555	70713703	99	ST-E00106:367:H7CNJALXX:6:2223:14336:2557
SCA8	WGSrpt_08	43	149	44	ok	chr13	70713461	70713615	163	ST-E00106:367:H7CNJALXX:6:1105:14742:2417
SCA8	WGSrpt_08	51	148	34	ok	chr13	70713512	70713659	147	ST-E00106:367:H7CNJALXX:7:2214:6745:36030
SCA8	WGSrpt_08	51	148	34	ok	chr13	70713515	70713662	147	ST-E00106:367:H7CNJALXX:7:2119:20730:66830
SCA8	WGSrpt_08	43	150	21	ok	chr13	70713473	70713628	163	ST-E00106:367:H7CNJALXX:6:1109:13687:67955
SCA8	WGSrpt_08	49	149	44	ok	chr13	70713430	70713584	99	ST-E00106:367:H7CNJALXX:6:1211:18883:1959
SCA8	WGSrpt_08	28	150	44	ok	chr13	70713367	70713516	83	ST-E00106:367:H7CNJALXX:6:1122:18629:30597
SCA8	WGSrpt_08	54	149	17	ok	chr13	70713484	70713615	147	ST-E00106:367:H7CNJALXX:7:2114:12855:51605
SCA8	WGSrpt_08	28	150	44	ok	chr13	70713539	70713688	83	ST-E00106:367:H7CNJALXX:6:1223:11312:17043
SCA8	WGSrpt_08	42	148	21	ok	chr13	70713525	70713669	99	ST-E00106:367:H7CNJALXX:7:2207:5690:68975
SCA8	WGSrpt_08	26	147	44	ok	chr13	70713385	70713531	83	ST-E00106:367:H7CNJALXX:6:1123:10734:31511
SCA8	WGSrpt_08	49	149	44	ok	chr13	70713409	70713557	147	ST-E00106:367:H7CNJALXX:7:2202:25134:70240
SCA8	WGSrpt_08	53	150	44	ok	chr13	70713416	70713561	99	ST-E00106:367:H7CNJALXX:6:2120:30472:65951
SCA8	WGSrpt_08	46	150	44	ok	chr13	70713405	70713554	147	ST-E00106:367:H7CNJALXX:7:1117:24606:64439
SCA8	WGSrpt_08	52	150	17	ok	chr13	70713465	70713604	163	ST-E00106:367:H7CNJALXX:7:1122:18304:47685
SCA8	WGSrpt_08	35	150	40	mis	chrX	79087453	79087602	113	ST-E00106:367:H7CNJALXX:6:1206:14265:49619
SCA8	WGSrpt_08	46	150	17	ok	chr13	70713484	70713619	99	ST-E00106:367:H7CNJALXX:6:2104:3610:24796
SCA8	WGSrpt_08	49	150	18	ok	chr13	70713517	70713664	99	ST-E00106:367:H7CNJALXX:7:2115:1397:16463
SCA8	WGSrpt_08	10	150	44	ok	chr13	70713557	70713706	99	ST-E00106:367:H7CNJALXX:7:2120:30533:30052
SCA8	WGSrpt_08	45	149	17	ok	chr13	70713484	70713630	147	ST-E00106:367:H7CNJALXX:6:2205:2676:36996
SCA8	WGSrpt_08	51	148	44	ok	chr13	70713507	70713654	99	ST-E00106:367:H7CNJALXX:6:2112:16802:15619
SCA8	WGSrpt_08	55	149	44	ok	chr13	70713423	70713561	83	ST-E00106:367:H7CNJALXX:7:2213:14712:26237
SCA8	WGSrpt_08	51	150	18	ok	chr13	70713497	70713646	83	ST-E00106:367:H7CNJALXX:6:2101:28209:27644
SCA8	WGSrpt_08	49	150	44	ok	chr13	70713429	70713584	163	ST-E00106:367:H7CNJALXX:6:2212:2980:43325
SCA8	WGSrpt_08	58	149	44	ok	chr13	70713444	70713580	83	ST-E00106:367:H7CNJALXX:7:2219:8115:5704
SCA8	WGSrpt_08	49	150	42	ok	chr13	70713384	70713532	147	ST-E00106:367:H7CNJALXX:7:2122:3315:59411
SCA8	WGSrpt_08	51	150	18	ok	chr13	70713494	70713643	147	ST-E00106:367:H7CNJALXX:6:1222:27702:70047
SCA8	WGSrpt_08	50	149	17	ok	chr13	70713515	70713661	163	ST-E00106:367:H7CNJALXX:6:2118:26484:38438
SCA8	WGSrpt_08	49	149	44	ok	chr13	70713443	70713597	99	ST-E00106:367:H7CNJALXX:6:2203:29812:33340
SCA8	WGSrpt_08	45	150	44	ok	chr13	70713395	70713544	99	ST-E00106:367:H7CNJALXX:7:1224:14793:51518
SCA8	WGSrpt_08	36	149	44	ok	chr13	70713396	70713544	83	ST-E00106:367:H7CNJALXX:6:1119:18548:38086
SCA8	WGSrpt_20	34	150	44	ok	chr13	70713461	70713631	99	ST-E00152:258:H7F3MALXX:7:2211:6806:43765
SCA8	WGSrpt_20	40	150	44	ok	chr13	70713431	70713601	99	ST-E00152:258:H7F3MALXX:7:2222:9942:36821
SCA8	WGSrpt_20	25	149	44	ok	chr13	70713542	70713690	83	ST-E00152:258:H7F3MALXX:7:1124:23683:31371
SCA8	WGSrpt_20	53	150	44	ok	chr13	70713435	70713590	147	ST-E00152:258:H7F3MALXX:7:1211:18599:23302
SCA8	WGSrpt_20	47	149	54	ok	chr13	70713401	70713543	99	ST-E00152:258:H7F3MALXX:7:2224:4787:40688
SCA8	WGSrpt_20	5	148	44	ok	chr13	70713560	70713707	147	ST-E00152:258:H7F3MALXX:7:1119:24109:33832
SCA8	WGSrpt_20	46	150	52	ok	chr13	70713397	70713543	99	ST-E00152:258:H7F3MALXX:7:2215:2838:17940
SCA8	WGSrpt_20	51	149	18	ok	chr13	70713515	70713663	147	ST-E00152:258:H7F3MALXX:7:1124:25530:56475
SCA8	WGSrpt_20	51	150	54	ok	chr13	70713392	70713544	99	ST-E00152:258:H7F3MALXX:7:2110:24941:49830
SCA8	WGSrpt_20	56	150	54	ok	chr13	70713397	70713549	99	ST-E00152:258:H7F3MALXX:7:2213:11383:62945
SCA8	WGSrpt_20	58	149	44	ok	chr13	70713445	70713596	147	ST-E00152:258:H7F3MALXX:7:2105:28605:8816
SCA8	WGSrpt_20	47	150	54	ok	chr13	70713405	70713543	83	ST-E00152:258:H7F3MALXX:7:1204:22404:20647
SCA8	WGSrpt_20	44	150	54	ok	chr13	70713388	70713540	163	ST-E00152:258:H7F3MALXX:7:1113:31142:24356
SCA8	WGSrpt_20	14	150	44	ok	chr13	70713553	70713702	99	ST-E00152:258:H7F3MALXX:7:1112:2463:60888
SCA8	WGSrpt_20	21	148	28	ok	chr13	70713559	70713612	147	ST-E00152:258:H7F3MALXX:7:2102:7801:6706
SCA8	WGSrpt_20	48	150	54	ok	chr13	70713389	70713541	99	ST-E00152:258:H7F3MALXX:7:2209:13433:67867
SCA8	WGSrpt_20	57	150	54	ok	chr13	70713401	70713553	147	ST-E00152:258:H7F3MALXX:7:2110:30736:7093
SCA8	WGSrpt_20	52	149	44	ok	chr13	70713456	70713607	147	ST-E00152:258:H7F3MALXX:7:2207:24474:7462
SCA8	WGSrpt_20	48	150	54	ok	chr13	70713389	70713541	147	ST-E00152:258:H7F3MALXX:7:2113:11140:23284
SCA8	WGSrpt_20	47	149	54	ok	chr13	70713410	70713543	163	ST-E00152:258:H7F3MALXX:7:1123:29548:12490
SCA8	WGSrpt_20	58	150	44	ok	chr13	70713427	70713579	147	ST-E00152:258:H7F3MALXX:7:1101:26940:26782
SCA8	WGSrpt_20	62	149	44	ok	chr13	70713418	70713569	147	ST-E00152:258:H7F3MALXX:7:1118:29203:57987
SCA8	WGSrpt_20	58	150	54	ok	chr13	70713402	70713554	99	ST-E00152:258:H7F3MALXX:7:1112:10744:70979
SCA8	WGSrpt_20	50	150	54	ok	chr13	70713393	70713540	99	ST-E00152:258:H7F3MALXX:7:1218:30868:29121
SCA8	WGSrpt_20	58	149	44	ok	chr13	70713441	70713592	163	ST-E00152:258:H7F3MALXX:7:1213:30665:20506
SCA8	WGSrpt_20	51	149	18	ok	chr13	70713509	70713657	99	ST-E00152:258:H7F3MALXX:7:1205:8663:27152
SCA8	WGSrpt_20	65	150	54	ok	chr13	70713411	70713561	83	ST-E00152:258:H7F3MALXX:7:2110:2706:45031
SCA8	WGSrpt_20	33	150	18	ok	chr13	70713534	70713660	163	ST-E00152:258:H7F3MALXX:7:2213:13129:61749
SCA8	WGSrpt_20	8	149	44	ok	chr13	70713560	70713708	99	ST-E00152:258:H7F3MALXX:7:2214:21653:40337
SCA8	WGSrpt_20	47	149	54	ok	chr13	70713389	70713540	83	ST-E00152:258:H7F3MALXX:7:2210:9536:10591
SCA8	WGSrpt_20	58	150	44	ok	chr13	70713434	70713586	99	ST-E00152:258:H7F3MALXX:7:2219:26058:61784
SCA8	WGSrpt_20	33	148	18	ok	chr13	70713512	70713659	147	ST-E00152:258:H7F3MALXX:7:1105:4229:68869
SCA8	WGSrpt_20	58	150	44	ok	chr13	70713442	70713594	99	ST-E00152:258:H7F3MALXX:7:1207:27732:3999
SCA8	WGSrpt_20	33	149	18	ok	chr13	70713509	70713657	83	ST-E00152:258:H7F3MALXX:7:1107:11363:49549
SCA8	WGSrpt_20	52	150	18	ok	chr13	70713475	70713622	163	ST-E00152:258:H7F3MALXX:7:1121:9211:6091
SCA8	WGSrpt_20	55	150	54	ok	chr13	70713399	70713551	99	ST-E00152:258:H7F3MALXX:7:2103:20638:48599
SCA8	WGSrpt_20	46	149	18	ok	chr13	70713487	70713634	83	ST-E00152:258:H7F3MALXX:7:1224:15006:22001
SCA8	WGSrpt_20	33	149	18	ok	chr13	70713509	70713657	147	ST-E00152:258:H7F3MALXX:7:2223:19207:57899
SCA8	WGSrpt_20	65	150	54	ok	chr13	70713411	70713561	99	ST-E00152:258:H7F3MALXX:7:1211:28655:11681
SCA8	WGSrpt_20	10	149	44	ok	chr13	70713557	70713705	83	ST-E00152:258:H7F3MALXX:7:1204:14143:22440
